"","ref","tooth","tribe","species"
"1268","DSCN5642","LM1","Neotragini","Ourebia ourebi"
"1269","DSCN5646","LM1","Neotragini","Ourebia ourebi"
"1270","DSCN5650","LM1","Neotragini","Ourebia ourebi"
"1271","DSCN5654","LM1","Neotragini","Ourebia ourebi"
"1272","DSCN3791","LM2","Neotragini","Ourebia ourebi"
"1273","DSCN3795","LM2","Neotragini","Ourebia ourebi"
"1274","DSCN5629","LM2","Neotragini","Ourebia ourebi"
"1275","DSCN5633","LM2","Neotragini","Ourebia ourebi"
"1276","DSCN5637","LM2","Neotragini","Ourebia ourebi"
"1277","DSCN5641","LM2","Neotragini","Ourebia ourebi"
"1278","DSCN5645","LM2","Neotragini","Ourebia ourebi"
"1279","DSCN5649","LM2","Neotragini","Ourebia ourebi"
"1280","DSCN5653","LM2","Neotragini","Ourebia ourebi"
"1281","DSCN3790","LM3","Neotragini","Ourebia ourebi"
"1282","DSCN3794","LM3","Neotragini","Ourebia ourebi"
"1283","DSCN5628","LM3","Neotragini","Ourebia ourebi"
"1284","DSCN5632","LM3","Neotragini","Ourebia ourebi"
"1285","DSCN5636","LM3","Neotragini","Ourebia ourebi"
"1286","DSCN5640","LM3","Neotragini","Ourebia ourebi"
"1287","DSCN5644","LM3","Neotragini","Ourebia ourebi"
"1288","DSCN5648","LM3","Neotragini","Ourebia ourebi"
"1289","DSCN5652","LM3","Neotragini","Ourebia ourebi"
"1290","DSCN3784","UM1","Neotragini","Ourebia ourebi"
"1291","DSCN3788","UM1","Neotragini","Ourebia ourebi"
"1292","DSCN5606","UM1","Neotragini","Ourebia ourebi"
"1293","DSCN5610","UM1","Neotragini","Ourebia ourebi"
"1294","DSCN5618","UM1","Neotragini","Ourebia ourebi"
"1295","DSCN5622","UM1","Neotragini","Ourebia ourebi"
"1296","DSCN5626","UM1","Neotragini","Ourebia ourebi"
"1297","DSCN3783","UM2","Neotragini","Ourebia ourebi"
"1298","DSCN3787","UM2","Neotragini","Ourebia ourebi"
"1299","DSCN5601","UM2","Neotragini","Ourebia ourebi"
"1300","DSCN5609","UM2","Neotragini","Ourebia ourebi"
"1301","DSCN5613","UM2","Neotragini","Ourebia ourebi"
"1302","DSCN5617","UM2","Neotragini","Ourebia ourebi"
"1303","DSCN5621","UM2","Neotragini","Ourebia ourebi"
"1304","DSCN5625","UM2","Neotragini","Ourebia ourebi"
"1305","DSCN3786","UM3","Neotragini","Ourebia ourebi"
"1306","DSCN5600","UM3","Neotragini","Ourebia ourebi"
"1307","DSCN5604","UM3","Neotragini","Ourebia ourebi"
"1308","DSCN5612","UM3","Neotragini","Ourebia ourebi"
"1309","DSCN5616","UM3","Neotragini","Ourebia ourebi"
"1310","DSCN5620","UM3","Neotragini","Ourebia ourebi"
"1311","DSCN5624","UM3","Neotragini","Ourebia ourebi"
"1312","DSCN3769","LM1","Neotragini","Pelea capreolus"
"1313","DSCN3778","LM1","Neotragini","Pelea capreolus"
"1314","DSCN5685","LM1","Neotragini","Pelea capreolus"
"1315","DSCN5689","LM1","Neotragini","Pelea capreolus"
"1316","DSCN5693","LM1","Neotragini","Pelea capreolus"
"1317","DSCN5697","LM1","Neotragini","Pelea capreolus"
"1318","DSCN5701","LM1","Neotragini","Pelea capreolus"
"1319","DSCN5705","LM1","Neotragini","Pelea capreolus"
"1320","DSCN5709","LM1","Neotragini","Pelea capreolus"
"1321","DSCN3768","LM2","Neotragini","Pelea capreolus"
"1322","DSCN3777","LM2","Neotragini","Pelea capreolus"
"1323","DSCN5684","LM2","Neotragini","Pelea capreolus"
"1324","DSCN5688","LM2","Neotragini","Pelea capreolus"
"1325","DSCN5692","LM2","Neotragini","Pelea capreolus"
"1326","DSCN5696","LM2","Neotragini","Pelea capreolus"
"1327","DSCN5700","LM2","Neotragini","Pelea capreolus"
"1328","DSCN5704","LM2","Neotragini","Pelea capreolus"
"1329","DSCN5708","LM2","Neotragini","Pelea capreolus"
"1330","DSCN3767","LM3","Neotragini","Pelea capreolus"
"1331","DSCN3776","LM3","Neotragini","Pelea capreolus"
"1332","DSCN5683","LM3","Neotragini","Pelea capreolus"
"1333","DSCN5687","LM3","Neotragini","Pelea capreolus"
"1334","DSCN5691","LM3","Neotragini","Pelea capreolus"
"1335","DSCN5695","LM3","Neotragini","Pelea capreolus"
"1336","DSCN5699","LM3","Neotragini","Pelea capreolus"
"1337","DSCN5703","LM3","Neotragini","Pelea capreolus"
"1338","DSCN5707","LM3","Neotragini","Pelea capreolus"
"1339","DSCN3757","UM1","Neotragini","Pelea capreolus"
"1340","DSCN3761","UM1","Neotragini","Pelea capreolus"
"1341","DSCN3765","UM1","Neotragini","Pelea capreolus"
"1342","DSCN5658","UM1","Neotragini","Pelea capreolus"
"1343","DSCN5662","UM1","Neotragini","Pelea capreolus"
"1344","DSCN5666","UM1","Neotragini","Pelea capreolus"
"1345","DSCN5670","UM1","Neotragini","Pelea capreolus"
"1346","DSCN5676","UM1","Neotragini","Pelea capreolus"
"1347","DSCN5680","UM1","Neotragini","Pelea capreolus"
"1348","DSCN3756","UM2","Neotragini","Pelea capreolus"
"1349","DSCN3764","UM2","Neotragini","Pelea capreolus"
"1350","DSCN5657","UM2","Neotragini","Pelea capreolus"
"1351","DSCN5661","UM2","Neotragini","Pelea capreolus"
"1352","DSCN5665","UM2","Neotragini","Pelea capreolus"
"1353","DSCN5669","UM2","Neotragini","Pelea capreolus"
"1354","DSCN5675","UM2","Neotragini","Pelea capreolus"
"1355","DSCN5679","UM2","Neotragini","Pelea capreolus"
"1356","DSCN3755","UM3","Neotragini","Pelea capreolus"
"1357","DSCN3759","UM3","Neotragini","Pelea capreolus"
"1358","DSCN3763","UM3","Neotragini","Pelea capreolus"
"1359","DSCN5656","UM3","Neotragini","Pelea capreolus"
"1360","DSCN5660","UM3","Neotragini","Pelea capreolus"
"1361","DSCN5664","UM3","Neotragini","Pelea capreolus"
"1362","DSCN5668","UM3","Neotragini","Pelea capreolus"
"1363","DSCN5672","UM3","Neotragini","Pelea capreolus"
"1364","DSCN5674","UM3","Neotragini","Pelea capreolus"
"1365","DSCN5678","UM3","Neotragini","Pelea capreolus"
"1366","DSCN3667","LM1","Neotragini","Raphicerus campestris"
"1367","DSCN3671","LM1","Neotragini","Raphicerus campestris"
"1368","DSCN3677","LM1","Neotragini","Raphicerus campestris"
"1369","DSCN3724","LM1","Neotragini","Raphicerus campestris"
"1370","DSCN3728","LM1","Neotragini","Raphicerus campestris"
"1371","DSCN3732","LM1","Neotragini","Raphicerus campestris"
"1372","DSCN3736","LM1","Neotragini","Raphicerus campestris"
"1373","DSCN3740","LM1","Neotragini","Raphicerus campestris"
"1374","DSCN3744","LM1","Neotragini","Raphicerus campestris"
"1375","DSCN3749","LM1","Neotragini","Raphicerus campestris"
"1376","DSCN3753","LM1","Neotragini","Raphicerus campestris"
"1377","DSCN5423","LM1","Neotragini","Raphicerus campestris"
"1378","DSCN5427","LM1","Neotragini","Raphicerus campestris"
"1379","DSCN5432","LM1","Neotragini","Raphicerus campestris"
"1380","DSCN5436","LM1","Neotragini","Raphicerus campestris"
"1381","DSCN3666","LM2","Neotragini","Raphicerus campestris"
"1382","DSCN3670","LM2","Neotragini","Raphicerus campestris"
"1383","DSCN3676","LM2","Neotragini","Raphicerus campestris"
"1384","DSCN3713","LM2","Neotragini","Raphicerus campestris"
"1385","DSCN3723","LM2","Neotragini","Raphicerus campestris"
"1386","DSCN3727","LM2","Neotragini","Raphicerus campestris"
"1387","DSCN3731","LM2","Neotragini","Raphicerus campestris"
"1388","DSCN3735","LM2","Neotragini","Raphicerus campestris"
"1389","DSCN3739","LM2","Neotragini","Raphicerus campestris"
"1390","DSCN3743","LM2","Neotragini","Raphicerus campestris"
"1391","DSCN3748","LM2","Neotragini","Raphicerus campestris"
"1392","DSCN3752","LM2","Neotragini","Raphicerus campestris"
"1393","DSCN5422","LM2","Neotragini","Raphicerus campestris"
"1394","DSCN5426","LM2","Neotragini","Raphicerus campestris"
"1395","DSCN5431","LM2","Neotragini","Raphicerus campestris"
"1396","DSCN5435","LM2","Neotragini","Raphicerus campestris"
"1397","DSCN5440","LM2","Neotragini","Raphicerus campestris"
"1398","DSCN5445","LM2","Neotragini","Raphicerus campestris"
"1399","DSCN5450","LM2","Neotragini","Raphicerus campestris"
"1400","DSCN5454","LM2","Neotragini","Raphicerus campestris"
"1401","DSCN5458","LM2","Neotragini","Raphicerus campestris"
"1402","DSCN5466","LM2","Neotragini","Raphicerus campestris"
"1403","DSCN5475","LM2","Neotragini","Raphicerus campestris"
"1404","DSCN5479","LM2","Neotragini","Raphicerus campestris"
"1405","DSCN5484","LM2","Neotragini","Raphicerus campestris"
"1406","DSCN5488","LM2","Neotragini","Raphicerus campestris"
"1407","DSCN5492","LM2","Neotragini","Raphicerus campestris"
"1408","DSCN3669","LM3","Neotragini","Raphicerus campestris"
"1409","DSCN3675","LM3","Neotragini","Raphicerus campestris"
"1410","DSCN3678","LM3","Neotragini","Raphicerus campestris"
"1411","DSCN3720","LM3","Neotragini","Raphicerus campestris"
"1412","DSCN3726","LM3","Neotragini","Raphicerus campestris"
"1413","DSCN3730","LM3","Neotragini","Raphicerus campestris"
"1414","DSCN3734","LM3","Neotragini","Raphicerus campestris"
"1415","DSCN3738","LM3","Neotragini","Raphicerus campestris"
"1416","DSCN3742","LM3","Neotragini","Raphicerus campestris"
"1417","DSCN3747","LM3","Neotragini","Raphicerus campestris"
"1418","DSCN3751","LM3","Neotragini","Raphicerus campestris"
"1419","DSCN5421","LM3","Neotragini","Raphicerus campestris"
"1420","DSCN5425","LM3","Neotragini","Raphicerus campestris"
"1421","DSCN5434","LM3","Neotragini","Raphicerus campestris"
"1422","DSCN5439","LM3","Neotragini","Raphicerus campestris"
"1423","DSCN5444","LM3","Neotragini","Raphicerus campestris"
"1424","DSCN5449","LM3","Neotragini","Raphicerus campestris"
"1425","DSCN5453","LM3","Neotragini","Raphicerus campestris"
"1426","DSCN5457","LM3","Neotragini","Raphicerus campestris"
"1427","DSCN5465","LM3","Neotragini","Raphicerus campestris"
"1428","DSCN5469","LM3","Neotragini","Raphicerus campestris"
"1429","DSCN5474","LM3","Neotragini","Raphicerus campestris"
"1430","DSCN5478","LM3","Neotragini","Raphicerus campestris"
"1431","DSCN5483","LM3","Neotragini","Raphicerus campestris"
"1432","DSCN5487","LM3","Neotragini","Raphicerus campestris"
"1433","DSCN5491","LM3","Neotragini","Raphicerus campestris"
"1434","DSCN3646","UM1","Neotragini","Raphicerus campestris"
"1435","DSCN3650","UM1","Neotragini","Raphicerus campestris"
"1436","DSCN3664","UM1","Neotragini","Raphicerus campestris"
"1437","DSCN3685","UM1","Neotragini","Raphicerus campestris"
"1438","DSCN3697","UM1","Neotragini","Raphicerus campestris"
"1439","DSCN3702","UM1","Neotragini","Raphicerus campestris"
"1440","DSCN5337","UM1","Neotragini","Raphicerus campestris"
"1441","DSCN5349","UM1","Neotragini","Raphicerus campestris"
"1442","DSCN5358","UM1","Neotragini","Raphicerus campestris"
"1443","DSCN5362","UM1","Neotragini","Raphicerus campestris"
"1444","DSCN5366","UM1","Neotragini","Raphicerus campestris"
"1445","DSCN5374","UM1","Neotragini","Raphicerus campestris"
"1446","DSCN5394","UM1","Neotragini","Raphicerus campestris"
"1447","DSCN5398","UM1","Neotragini","Raphicerus campestris"
"1448","DSCN5402","UM1","Neotragini","Raphicerus campestris"
"1449","DSCN3645","UM2","Neotragini","Raphicerus campestris"
"1450","DSCN3649","UM2","Neotragini","Raphicerus campestris"
"1451","DSCN3656","UM2","Neotragini","Raphicerus campestris"
"1452","DSCN3663","UM2","Neotragini","Raphicerus campestris"
"1453","DSCN3681","UM2","Neotragini","Raphicerus campestris"
"1454","DSCN3684","UM2","Neotragini","Raphicerus campestris"
"1455","DSCN3688","UM2","Neotragini","Raphicerus campestris"
"1456","DSCN3692","UM2","Neotragini","Raphicerus campestris"
"1457","DSCN3696","UM2","Neotragini","Raphicerus campestris"
"1458","DSCN3701","UM2","Neotragini","Raphicerus campestris"
"1459","DSCN3708","UM2","Neotragini","Raphicerus campestris"
"1460","DSCN5328","UM2","Neotragini","Raphicerus campestris"
"1461","DSCN5332","UM2","Neotragini","Raphicerus campestris"
"1462","DSCN5336","UM2","Neotragini","Raphicerus campestris"
"1463","DSCN5344","UM2","Neotragini","Raphicerus campestris"
"1464","DSCN5348","UM2","Neotragini","Raphicerus campestris"
"1465","DSCN5357","UM2","Neotragini","Raphicerus campestris"
"1466","DSCN5361","UM2","Neotragini","Raphicerus campestris"
"1467","DSCN5365","UM2","Neotragini","Raphicerus campestris"
"1468","DSCN5369","UM2","Neotragini","Raphicerus campestris"
"1469","DSCN5373","UM2","Neotragini","Raphicerus campestris"
"1470","DSCN5377","UM2","Neotragini","Raphicerus campestris"
"1471","DSCN5393","UM2","Neotragini","Raphicerus campestris"
"1472","DSCN5397","UM2","Neotragini","Raphicerus campestris"
"1473","DSCN3644","UM3","Neotragini","Raphicerus campestris"
"1474","DSCN3651","UM3","Neotragini","Raphicerus campestris"
"1475","DSCN3655","UM3","Neotragini","Raphicerus campestris"
"1476","DSCN3659","UM3","Neotragini","Raphicerus campestris"
"1477","DSCN3662","UM3","Neotragini","Raphicerus campestris"
"1478","DSCN3680","UM3","Neotragini","Raphicerus campestris"
"1479","DSCN3687","UM3","Neotragini","Raphicerus campestris"
"1480","DSCN3691","UM3","Neotragini","Raphicerus campestris"
"1481","DSCN3695","UM3","Neotragini","Raphicerus campestris"
"1482","DSCN3704","UM3","Neotragini","Raphicerus campestris"
"1483","DSCN5331","UM3","Neotragini","Raphicerus campestris"
"1484","DSCN5339","UM3","Neotragini","Raphicerus campestris"
"1485","DSCN5343","UM3","Neotragini","Raphicerus campestris"
"1486","DSCN5356","UM3","Neotragini","Raphicerus campestris"
"1487","DSCN5360","UM3","Neotragini","Raphicerus campestris"
"1488","DSCN5364","UM3","Neotragini","Raphicerus campestris"
"1489","DSCN5368","UM3","Neotragini","Raphicerus campestris"
"1490","DSCN5372","UM3","Neotragini","Raphicerus campestris"
"1491","DSCN5376","UM3","Neotragini","Raphicerus campestris"
"1492","DSCN5384","UM3","Neotragini","Raphicerus campestris"
"1493","DSCN5388","UM3","Neotragini","Raphicerus campestris"
"1494","DSCN5404","UM3","Neotragini","Raphicerus campestris"
"1495","DSCN5408","UM3","Neotragini","Raphicerus campestris"
"1496","DSCN3543","LM1","Reduncini","Kobus ellipsiprymnus"
"1497","DSCN3547","LM1","Reduncini","Kobus ellipsiprymnus"
"1498","DSCN3552","LM1","Reduncini","Kobus ellipsiprymnus"
"1499","DSCN3555","LM1","Reduncini","Kobus ellipsiprymnus"
"1500","DSCN3559","LM1","Reduncini","Kobus ellipsiprymnus"
"1501","DSCN3563","LM1","Reduncini","Kobus ellipsiprymnus"
"1502","DSCN3567","LM1","Reduncini","Kobus ellipsiprymnus"
"1503","DSCN3575","LM1","Reduncini","Kobus ellipsiprymnus"
"1504","DSCN3579","LM1","Reduncini","Kobus ellipsiprymnus"
"1505","DSCN3583","LM1","Reduncini","Kobus ellipsiprymnus"
"1506","DSCN3592","LM1","Reduncini","Kobus ellipsiprymnus"
"1507","DSCN3596","LM1","Reduncini","Kobus ellipsiprymnus"
"1508","DSCN3600","LM1","Reduncini","Kobus ellipsiprymnus"
"1509","DSCN3604","LM1","Reduncini","Kobus ellipsiprymnus"
"1510","DSCN3624","LM1","Reduncini","Kobus ellipsiprymnus"
"1511","DSCN6537","LM1","Reduncini","Kobus ellipsiprymnus"
"1512","DSCN6541","LM1","Reduncini","Kobus ellipsiprymnus"
"1513","DSCN6545","LM1","Reduncini","Kobus ellipsiprymnus"
"1514","DSCN6549","LM1","Reduncini","Kobus ellipsiprymnus"
"1515","DSCN6553","LM1","Reduncini","Kobus ellipsiprymnus"
"1516","DSCN6557","LM1","Reduncini","Kobus ellipsiprymnus"
"1517","DSCN6561","LM1","Reduncini","Kobus ellipsiprymnus"
"1518","DSCN6565","LM1","Reduncini","Kobus ellipsiprymnus"
"1519","DSCN6573","LM1","Reduncini","Kobus ellipsiprymnus"
"1520","DSCN3542","LM2","Reduncini","Kobus ellipsiprymnus"
"1521","DSCN3546","LM2","Reduncini","Kobus ellipsiprymnus"
"1522","DSCN3551","LM2","Reduncini","Kobus ellipsiprymnus"
"1523","DSCN3558","LM2","Reduncini","Kobus ellipsiprymnus"
"1524","DSCN3562","LM2","Reduncini","Kobus ellipsiprymnus"
"1525","DSCN3566","LM2","Reduncini","Kobus ellipsiprymnus"
"1526","DSCN3570","LM2","Reduncini","Kobus ellipsiprymnus"
"1527","DSCN3574","LM2","Reduncini","Kobus ellipsiprymnus"
"1528","DSCN3578","LM2","Reduncini","Kobus ellipsiprymnus"
"1529","DSCN3582","LM2","Reduncini","Kobus ellipsiprymnus"
"1530","DSCN3586","LM2","Reduncini","Kobus ellipsiprymnus"
"1531","DSCN3590","LM2","Reduncini","Kobus ellipsiprymnus"
"1532","DSCN3595","LM2","Reduncini","Kobus ellipsiprymnus"
"1533","DSCN3603","LM2","Reduncini","Kobus ellipsiprymnus"
"1534","DSCN3623","LM2","Reduncini","Kobus ellipsiprymnus"
"1535","DSCN6525","LM2","Reduncini","Kobus ellipsiprymnus"
"1536","DSCN6528","LM2","Reduncini","Kobus ellipsiprymnus"
"1537","DSCN6532","LM2","Reduncini","Kobus ellipsiprymnus"
"1538","DSCN6536","LM2","Reduncini","Kobus ellipsiprymnus"
"1539","DSCN6540","LM2","Reduncini","Kobus ellipsiprymnus"
"1540","DSCN6544","LM2","Reduncini","Kobus ellipsiprymnus"
"1541","DSCN6548","LM2","Reduncini","Kobus ellipsiprymnus"
"1542","DSCN6552","LM2","Reduncini","Kobus ellipsiprymnus"
"1543","DSCN6556","LM2","Reduncini","Kobus ellipsiprymnus"
"1544","DSCN6560","LM2","Reduncini","Kobus ellipsiprymnus"
"1545","DSCN6564","LM2","Reduncini","Kobus ellipsiprymnus"
"1546","DSCN6568","LM2","Reduncini","Kobus ellipsiprymnus"
"1547","DSCN6572","LM2","Reduncini","Kobus ellipsiprymnus"
"1548","DSCN3545","LM3","Reduncini","Kobus ellipsiprymnus"
"1549","DSCN3549","LM3","Reduncini","Kobus ellipsiprymnus"
"1550","DSCN3561","LM3","Reduncini","Kobus ellipsiprymnus"
"1551","DSCN3565","LM3","Reduncini","Kobus ellipsiprymnus"
"1552","DSCN3569","LM3","Reduncini","Kobus ellipsiprymnus"
"1553","DSCN3573","LM3","Reduncini","Kobus ellipsiprymnus"
"1554","DSCN3577","LM3","Reduncini","Kobus ellipsiprymnus"
"1555","DSCN3581","LM3","Reduncini","Kobus ellipsiprymnus"
"1556","DSCN3585","LM3","Reduncini","Kobus ellipsiprymnus"
"1557","DSCN3589","LM3","Reduncini","Kobus ellipsiprymnus"
"1558","DSCN3593","LM3","Reduncini","Kobus ellipsiprymnus"
"1559","DSCN3598","LM3","Reduncini","Kobus ellipsiprymnus"
"1560","DSCN3602","LM3","Reduncini","Kobus ellipsiprymnus"
"1561","DSCN3622","LM3","Reduncini","Kobus ellipsiprymnus"
"1562","DSCN6524","LM3","Reduncini","Kobus ellipsiprymnus"
"1563","DSCN6527","LM3","Reduncini","Kobus ellipsiprymnus"
"1564","DSCN6531","LM3","Reduncini","Kobus ellipsiprymnus"
"1565","DSCN6535","LM3","Reduncini","Kobus ellipsiprymnus"
"1566","DSCN6539","LM3","Reduncini","Kobus ellipsiprymnus"
"1567","DSCN6547","LM3","Reduncini","Kobus ellipsiprymnus"
"1568","DSCN6551","LM3","Reduncini","Kobus ellipsiprymnus"
"1569","DSCN6555","LM3","Reduncini","Kobus ellipsiprymnus"
"1570","DSCN6559","LM3","Reduncini","Kobus ellipsiprymnus"
"1571","DSCN6563","LM3","Reduncini","Kobus ellipsiprymnus"
"1572","DSCN6567","LM3","Reduncini","Kobus ellipsiprymnus"
"1573","DSCN6571","LM3","Reduncini","Kobus ellipsiprymnus"
"1574","DSCN3540","UM1","Reduncini","Kobus ellipsiprymnus"
"1575","DSCN3616","UM1","Reduncini","Kobus ellipsiprymnus"
"1576","DSCN3620","UM1","Reduncini","Kobus ellipsiprymnus"
"1577","DSCN6427","UM1","Reduncini","Kobus ellipsiprymnus"
"1578","DSCN6435","UM1","Reduncini","Kobus ellipsiprymnus"
"1579","DSCN6439","UM1","Reduncini","Kobus ellipsiprymnus"
"1580","DSCN6443","UM1","Reduncini","Kobus ellipsiprymnus"
"1581","DSCN6447","UM1","Reduncini","Kobus ellipsiprymnus"
"1582","DSCN6451","UM1","Reduncini","Kobus ellipsiprymnus"
"1583","DSCN6455","UM1","Reduncini","Kobus ellipsiprymnus"
"1584","DSCN6459","UM1","Reduncini","Kobus ellipsiprymnus"
"1585","DSCN6463","UM1","Reduncini","Kobus ellipsiprymnus"
"1586","DSCN6467","UM1","Reduncini","Kobus ellipsiprymnus"
"1587","DSCN6474","UM1","Reduncini","Kobus ellipsiprymnus"
"1588","DSCN6478","UM1","Reduncini","Kobus ellipsiprymnus"
"1589","DSCN6482","UM1","Reduncini","Kobus ellipsiprymnus"
"1590","DSCN6507","UM1","Reduncini","Kobus ellipsiprymnus"
"1591","DSCN6511","UM1","Reduncini","Kobus ellipsiprymnus"
"1592","DSCN6515","UM1","Reduncini","Kobus ellipsiprymnus"
"1593","DSCN6523","UM1","Reduncini","Kobus ellipsiprymnus"
"1594","DSCN6577","UM1","Reduncini","Kobus ellipsiprymnus"
"1595","DSCN3534","UM2","Reduncini","Kobus ellipsiprymnus"
"1596","DSCN3615","UM2","Reduncini","Kobus ellipsiprymnus"
"1597","DSCN3619","UM2","Reduncini","Kobus ellipsiprymnus"
"1598","DSCN6434","UM2","Reduncini","Kobus ellipsiprymnus"
"1599","DSCN6438","UM2","Reduncini","Kobus ellipsiprymnus"
"1600","DSCN6442","UM2","Reduncini","Kobus ellipsiprymnus"
"1601","DSCN6446","UM2","Reduncini","Kobus ellipsiprymnus"
"1602","DSCN6450","UM2","Reduncini","Kobus ellipsiprymnus"
"1603","DSCN6454","UM2","Reduncini","Kobus ellipsiprymnus"
"1604","DSCN6458","UM2","Reduncini","Kobus ellipsiprymnus"
"1605","DSCN6462","UM2","Reduncini","Kobus ellipsiprymnus"
"1606","DSCN6466","UM2","Reduncini","Kobus ellipsiprymnus"
"1607","DSCN6469","UM2","Reduncini","Kobus ellipsiprymnus"
"1608","DSCN6473","UM2","Reduncini","Kobus ellipsiprymnus"
"1609","DSCN6477","UM2","Reduncini","Kobus ellipsiprymnus"
"1610","DSCN6506","UM2","Reduncini","Kobus ellipsiprymnus"
"1611","DSCN6510","UM2","Reduncini","Kobus ellipsiprymnus"
"1612","DSCN6514","UM2","Reduncini","Kobus ellipsiprymnus"
"1613","DSCN6518","UM2","Reduncini","Kobus ellipsiprymnus"
"1614","DSCN6522","UM2","Reduncini","Kobus ellipsiprymnus"
"1615","DSCN6576","UM2","Reduncini","Kobus ellipsiprymnus"
"1616","DSCN3532","UM3","Reduncini","Kobus ellipsiprymnus"
"1617","DSCN3533","UM3","Reduncini","Kobus ellipsiprymnus"
"1618","DSCN3535","UM3","Reduncini","Kobus ellipsiprymnus"
"1619","DSCN3538","UM3","Reduncini","Kobus ellipsiprymnus"
"1620","DSCN3614","UM3","Reduncini","Kobus ellipsiprymnus"
"1621","DSCN3618","UM3","Reduncini","Kobus ellipsiprymnus"
"1622","DSCN6425","UM3","Reduncini","Kobus ellipsiprymnus"
"1623","DSCN6429","UM3","Reduncini","Kobus ellipsiprymnus"
"1624","DSCN6433","UM3","Reduncini","Kobus ellipsiprymnus"
"1625","DSCN6437","UM3","Reduncini","Kobus ellipsiprymnus"
"1626","DSCN6441","UM3","Reduncini","Kobus ellipsiprymnus"
"1627","DSCN6445","UM3","Reduncini","Kobus ellipsiprymnus"
"1628","DSCN6449","UM3","Reduncini","Kobus ellipsiprymnus"
"1629","DSCN6457","UM3","Reduncini","Kobus ellipsiprymnus"
"1630","DSCN6461","UM3","Reduncini","Kobus ellipsiprymnus"
"1631","DSCN6465","UM3","Reduncini","Kobus ellipsiprymnus"
"1632","DSCN6468","UM3","Reduncini","Kobus ellipsiprymnus"
"1633","DSCN6472","UM3","Reduncini","Kobus ellipsiprymnus"
"1634","DSCN6476","UM3","Reduncini","Kobus ellipsiprymnus"
"1635","DSCN6480","UM3","Reduncini","Kobus ellipsiprymnus"
"1636","DSCN6483","UM3","Reduncini","Kobus ellipsiprymnus"
"1637","DSCN6505","UM3","Reduncini","Kobus ellipsiprymnus"
"1638","DSCN6509","UM3","Reduncini","Kobus ellipsiprymnus"
"1639","DSCN6513","UM3","Reduncini","Kobus ellipsiprymnus"
"1640","DSCN6517","UM3","Reduncini","Kobus ellipsiprymnus"
"1641","DSCN6521","UM3","Reduncini","Kobus ellipsiprymnus"
"1642","DSCN6575","UM3","Reduncini","Kobus ellipsiprymnus"
"1643","DSCN3523","LM1","Reduncini","Kobus leche"
"1644","DSCN6671","LM1","Reduncini","Kobus leche"
"1645","DSCN6675","LM1","Reduncini","Kobus leche"
"1646","DSCN6679","LM1","Reduncini","Kobus leche"
"1647","DSCN6686","LM1","Reduncini","Kobus leche"
"1648","DSCN6688","LM1","Reduncini","Kobus leche"
"1649","DSCN6690","LM1","Reduncini","Kobus leche"
"1650","DSCN6694","LM1","Reduncini","Kobus leche"
"1651","DSCN6698","LM1","Reduncini","Kobus leche"
"1652","DSCN6702","LM1","Reduncini","Kobus leche"
"1653","DSCN6706","LM1","Reduncini","Kobus leche"
"1654","DSCN6710","LM1","Reduncini","Kobus leche"
"1655","DSCN6714","LM1","Reduncini","Kobus leche"
"1656","DSCN6722","LM1","Reduncini","Kobus leche"
"1657","DSCN6725","LM1","Reduncini","Kobus leche"
"1658","DSCN6729","LM1","Reduncini","Kobus leche"
"1659","DSCN6733","LM1","Reduncini","Kobus leche"
"1660","DSCN6737","LM1","Reduncini","Kobus leche"
"1661","DSCN6741","LM1","Reduncini","Kobus leche"
"1662","DSCN6745","LM1","Reduncini","Kobus leche"
"1663","DSCN6749","LM1","Reduncini","Kobus leche"
"1664","DSCN6756","LM1","Reduncini","Kobus leche"
"1665","DSCN3522","LM2","Reduncini","Kobus leche"
"1666","DSCN6674","LM2","Reduncini","Kobus leche"
"1667","DSCN6678","LM2","Reduncini","Kobus leche"
"1668","DSCN6682","LM2","Reduncini","Kobus leche"
"1669","DSCN6685","LM2","Reduncini","Kobus leche"
"1670","DSCN6693","LM2","Reduncini","Kobus leche"
"1671","DSCN6697","LM2","Reduncini","Kobus leche"
"1672","DSCN6701","LM2","Reduncini","Kobus leche"
"1673","DSCN6705","LM2","Reduncini","Kobus leche"
"1674","DSCN6709","LM2","Reduncini","Kobus leche"
"1675","DSCN6713","LM2","Reduncini","Kobus leche"
"1676","DSCN6721","LM2","Reduncini","Kobus leche"
"1677","DSCN6724","LM2","Reduncini","Kobus leche"
"1678","DSCN6728","LM2","Reduncini","Kobus leche"
"1679","DSCN6732","LM2","Reduncini","Kobus leche"
"1680","DSCN6736","LM2","Reduncini","Kobus leche"
"1681","DSCN6740","LM2","Reduncini","Kobus leche"
"1682","DSCN6744","LM2","Reduncini","Kobus leche"
"1683","DSCN6748","LM2","Reduncini","Kobus leche"
"1684","DSCN6755","LM2","Reduncini","Kobus leche"
"1685","DSCN6759","LM2","Reduncini","Kobus leche"
"1686","DSCN6669","LM3","Reduncini","Kobus leche"
"1687","DSCN6673","LM3","Reduncini","Kobus leche"
"1688","DSCN6677","LM3","Reduncini","Kobus leche"
"1689","DSCN6681","LM3","Reduncini","Kobus leche"
"1690","DSCN6684","LM3","Reduncini","Kobus leche"
"1691","DSCN6689","LM3","Reduncini","Kobus leche"
"1692","DSCN6692","LM3","Reduncini","Kobus leche"
